id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
396,a man is dieing in an operating room .,a man is kissing a woman in stage .,"[[""man"", ""dying_in"", ""operating_room""]]","[[""man"", ""kissing"", ""woman""], [""man"", ""located_in"", ""stage""], [""woman"", ""located_in"", ""stage""]]",0.21441997058834059
397,two men pushed carts through the woods .,two men are pushing carts .,"[[""men"", ""pushed"", ""carts""], [""men"", ""pushed_carts_through"", ""woods""], [""carts"", ""pushed_through"", ""woods""], [""men"", ""located_in"", ""woods""]]","[[""men"", ""pushing"", ""carts""]]",0.44247807355774266
398,"the president has fewer powers than it seems , overshadowed particularly by supreme guide ayatollah ali khamenei .","the president has less of capacities than it does not appear to with it , and it particuli � rement is particuli � rement eclipsed by the guide supr � me the ayatollah ali khamenei .","[[""president"", ""has_powers"", ""fewer_powers""], [""president"", ""overshadowed_by"", ""Ayatollah_Ali_Khamenei""], [""Ayatollah_Ali_Khamenei"", ""position"", ""Supreme_Guide""]]","[[""president"", ""has_capacities"", ""less_capacities""], [""president"", ""eclipsed_by"", ""Ayatollah_Ali_Khamenei""], [""Ayatollah_Ali_Khamenei"", ""position"", ""Supreme_Guide""]]",0.9773392178377531
399,a man is playing a harp .,a man is playing a keyboard .,"[[""man"", ""playing"", ""harp""]]","[[""man"", ""playing"", ""keyboard""]]",0.290855103351781
55,some results are remarkable .,some results .,[],[],0.0
96,then perhaps we could have avoided a catastrophe .,perhaps we should have been able to prevent a disaster .,[],[],0.0
119,forcefully request,request urgently and forcefully .,[],[],0.0
147,change one for another,"give to , and receive from , one another .",[],[],0.0
186,then perhaps we could have avoided a catastrophe .,we maybe then could have avoided a catastrophe .,[],[],0.0
352,define ; determine essential qualities of,determine the essential quality of .,[],[],0.0
365,a europe for all,a europe for all,[],[],0.0
393,a quantity of something,a quantity of money .,"[[""something"", ""has_quantity"", ""quantity""]]","[[""money"", ""has_quantity"", ""quantity""]]",0.6665187064607958
55,some results are remarkable .,some results .,[],[],0.0
96,then perhaps we could have avoided a catastrophe .,perhaps we should have been able to prevent a disaster .,[],[],0.0
119,forcefully request,request urgently and forcefully .,[],[],0.0
147,change one for another,"give to , and receive from , one another .",[],[],0.0
186,then perhaps we could have avoided a catastrophe .,we maybe then could have avoided a catastrophe .,[],[],0.0
352,define ; determine essential qualities of,determine the essential quality of .,"[[""define"", ""related_to"", ""determine_essential_qualities_of""]]","[[""determine"", ""related_to"", ""essential_quality_of""]]",0.669989190853153
365,a europe for all,a europe for all,[],[],0.0
